,pval,log2fc,pre_mean,on_mean,qval
CXCR4,0.00030606788233083625,-0.8296903,1419.3499,2522.6157,0.07416639109101375
CXCR5,0.032572788123701096,-0.95881164,17.31535,33.655987,0.528509652811268
CYTOR,0.018311673950381385,-0.26124963,2171.3215,2602.3645,0.4633539954170056
DDIT4,0.0047334301523048765,-0.48250553,2080.319,2906.5554,0.24593787974132333
DNAJB1,0.004001568849336826,-0.7501691,1130.7122,1901.8466,0.22964578285431506
DTHD1,0.015514670016959272,-1.3817037,116.58231,303.78543,0.44662613371852916
DUSP1,0.006743860791914876,-0.86648524,1434.2896,2615.019,0.28625969823509556
EMILIN1,0.04982088233860559,-1.580656,3.5201845,10.529078,0.528509652811268
ENTPD1,0.04724661101455329,-0.30392677,1047.7604,1293.4601,0.528509652811268
ERN1,0.003446039355778173,-1.0182302,193.38611,391.69055,0.22964578285431506
EZH1,0.04288347091368212,0.7711936,196.0035,114.84482,0.528509652811268
FASLG,0.00014672783865299062,0.5364883,1772.1749,1221.8208,0.07416639109101375
FCRL3,0.03243573424041477,-1.7361056,47.359837,157.77205,0.528509652811268
FXYD2,0.01605177065718378,-1.3132465,96.81608,240.58806,0.45592666317209973
GABPB1-AS1,0.022967010803783147,-0.66159534,486.9363,770.2509,0.5043895135187553
GIMAP4,0.028150754380015124,-0.42334577,1564.2977,2097.7764,0.5250238583451879
GLIPR1,0.031512390804541546,-0.20581004,888.5359,1024.7784,0.528509652811268
GPR25,0.036316775733141626,1.034133,655.99615,320.32898,0.528509652811268
HAGHL,0.012945666662296981,0.6808914,333.08685,207.77283,0.41745249358042347
HECTD2,0.039359580507623386,-0.58872396,172.66475,259.67328,0.528509652811268
HIST1H1D,0.013912759225725792,-0.8609594,353.703,642.41156,0.4233977420915856
HLA-B,0.022000612617658937,0.08826207,8695.149,8179.137,0.5004282456476801
HMOX1,0.004577946454010061,-0.77723366,233.53963,400.2499,0.24593787974132333
HNRNPLL,0.039676762599912714,-0.36922997,837.48083,1081.7432,0.528509652811268
HSPA1A,0.013073602586389637,-1.1576364,570.24194,1272.1621,0.41745249358042347
HSPA1B,0.0026138421323957505,-1.9340807,190.16536,726.68756,0.22272689043470104
HSPA6,0.00645288754696455,-1.870237,29.480425,107.77827,0.2849973102648313
HSPH1,0.025991748651474307,-0.3382919,587.3805,742.601,0.5117983572626857
ICAM1,0.01628632239037518,-1.2633762,61.527187,147.70024,0.456502062019463
IER2,0.002161365396330303,0.52128714,2188.2944,1524.694,0.20018598369520801
IER5,0.003619475858182311,0.4845064,169.5902,121.213165,0.22964578285431506
IER5L,0.0008927843230092719,1.1717937,126.18358,56.008995,0.1358475556156874
IL2RB,0.0433020629626236,0.27675372,2444.3564,2017.6849,0.528509652811268
IL6ST,8.305851181774958e-05,-0.81627786,409.71637,721.45197,0.058978836275858676
IL9R,0.027081236172516607,0.76827216,367.8911,215.9963,0.5195496988207847
ILDR2,0.045851027098961515,-1.2448466,21.782284,51.622566,0.528509652811268
IRF1,0.04193185563416758,0.4415766,2039.9143,1502.0491,0.528509652811268
IRF4,0.0027852165727415717,-0.93722737,204.7586,392.08093,0.22820172926866508
IRF8,0.0074165186417489036,-1.9076806,31.438591,117.9593,0.29809694926670277
ITGB8,0.022364508582187317,-2.4467292,2.6861124,14.644113,0.5004282456476801
JUNB,0.03844233386204477,0.21177855,4136.0376,3571.353,0.528509652811268
KBTBD6,0.02731566712579532,1.2860007,60.402317,24.77016,0.5195496988207847
KDM7A,0.04430473646354081,0.46174535,176.15532,127.90766,0.528509652811268
KLF10,0.02767705998469101,1.0389612,430.78125,209.65167,0.5217648517946567
KPNA5,0.01815623707052439,1.0720882,269.67587,128.26595,0.4633539954170056
KRT15,0.0316314022549635,2.4786828,190.40276,34.1598,0.528509652811268
KRT7,0.03295923592101947,1.1519841,143.053,64.374695,0.528509652811268
KRT86,0.032092121097211435,0.6750408,1818.671,1139.06,0.528509652811268
LINC01943,0.04286713063444443,-0.404707,654.9139,866.9881,0.528509652811268
LYST,0.006144456869532504,-0.37005,1444.794,1867.2483,0.28455025346213303
LYZ,0.04576515017399536,-1.2470801,77.91737,184.9451,0.528509652811268
MACF1,0.01455363575023223,-0.2083504,1105.1206,1276.8192,0.43059830220194223
MAN1C1,0.04440267043870611,1.1933813,88.51642,38.706177,0.528509652811268
MAN2A1,0.034149066120325755,-0.56069756,232.39456,342.77783,0.528509652811268
MARCH9,0.008625907039471227,-1.2914759,21.448372,52.50097,0.33409916666155565
METRNL,0.0426022284227441,-0.6934198,125.08998,202.28455,0.528509652811268
MGLL,0.010443911031005454,1.3216919,67.24913,26.904057,0.37708951785509864
MIR4435-2HG,0.021169071823123733,-0.33566687,1414.3523,1784.8568,0.4955571338768502
MS4A6A,0.0054617871899309955,-1.0991156,80.50492,172.46033,0.2644328504076026
MT1E,0.0032775556858700193,-0.6557614,988.26886,1556.9653,0.22964578285431506
MT2A,0.04451714864213859,-0.11567621,5061.113,5483.6284,0.528509652811268
MTHFD2,0.004032618113480833,-0.3851545,1168.4763,1526.0297,0.22964578285431506
MTURN,0.04201255441184386,-1.3317229,18.463562,46.473354,0.528509652811268
MTX3,0.004096460417517248,-0.46246177,119.80709,165.08112,0.22964578285431506
MYB,0.03291407434163919,-1.6310545,36.648636,113.515236,0.528509652811268
NABP1,0.04643674026151931,-0.6119505,240.12929,366.99536,0.528509652811268
NFKBIA,0.0014829863526699477,-0.7276066,1469.03,2432.5518,0.15795757842141311
NOL3,0.04257170053611939,-2.306609,2.8628383,14.163,0.528509652811268
NR4A2,0.005388466515987119,0.80404013,2166.8125,1241.0267,0.2644328504076026
OASL,0.0129762073264787,0.37869465,1969.0935,1514.4951,0.41745249358042347
PARP8,0.013325473927784673,-0.23776661,1072.4542,1264.6013,0.41745249358042347
PDCD1,0.04816531438994914,-0.23321655,1812.3221,2130.299,0.528509652811268
PDE1B,0.02450205156532251,-1.484463,20.061766,56.135426,0.5117983572626857
PELI1,0.0019957510683070493,-0.97469044,296.08392,581.8699,0.20018598369520801
PILRB,0.034693420667170086,-0.52474034,192.09787,276.36633,0.528509652811268
PLAC8,0.01848836598239965,-0.96882635,21.995192,43.050037,0.4633539954170056
PMAIP1,0.009883639377959557,-0.9665627,325.47803,636.04236,0.36301302327360313
PMEPA1,0.01690544864706662,0.88474506,159.82832,86.56034,0.45939785768355385
PPP1R14B,0.041004408179869126,0.9046732,610.5969,326.1526,0.528509652811268
PRDM1,2.1885930575796296e-05,-1.2260029,774.5816,1811.8859,0.0466227971555898
PTGDS,0.023311974081592385,-1.6566602,6.426507,20.261864,0.5067412802113807
PTGER4,0.020949287796073666,-0.4953855,899.9007,1268.5876,0.4955571338768502
QSER1,0.03883267058470574,1.000108,80.47903,40.2365,0.528509652811268
RAB38,0.009059135493919167,-2.1179023,8.981929,38.987167,0.3446133016460491
RALGAPA2,0.04261053083500468,-1.0286664,63.322117,129.18582,0.528509652811268
RASGEF1B,0.00386191721228346,1.1181164,283.87088,130.77788,0.22964578285431506
RDH10,0.04803256238122957,-1.3072938,71.65652,177.33331,0.528509652811268
RGS1,0.006555465451172532,-0.40959466,3008.007,3995.5737,0.2849973102648313
RGS16,0.025761730827608766,1.5222306,443.94565,154.55844,0.5117983572626857
RGS18,0.0260357550953886,-2.0494637,3.9929445,16.528877,0.5117983572626857
RNPC3,0.04496099789180184,0.4820877,301.2067,215.64618,0.528509652811268
S100B,0.022123053668891716,-1.5439333,13.733389,40.044968,0.5004282456476801
SAT1,0.012960260424962138,-0.24127924,1770.273,2092.534,0.41745249358042347
SELL,0.019524881614423277,-0.6938874,309.80637,501.15408,0.4780820797459618
SGK1,0.0021235419173487643,-1.251525,112.851,268.6903,0.20018598369520801
SLC16A1-AS1,0.026603117706225594,0.4910046,148.91846,105.95987,0.5151968028161181
SLFN12L,0.033480094411111244,0.28979307,806.37396,659.6295,0.528509652811268
SPON2,0.004670569008237957,-1.2237587,79.42174,185.49298,0.24593787974132333
SYNGAP1-AS1,0.03810720229896491,-1.847468,2.4367254,8.768996,0.528509652811268
SYNJ2BP,0.017252246082753702,-0.9498564,11.289256,21.807234,0.45939785768355385
SYTL3,0.013567303648072161,-0.4172354,891.6253,1190.6462,0.418868558966209
TACSTD2,0.03126739053157511,1.756306,59.32081,17.559261,0.528509652811268
TAGAP,0.014275279970755526,-0.77296317,741.50244,1267.0615,0.4283113609273829
TEX22,0.03195852742631085,-1.3476177,8.402052,21.382513,0.528509652811268
TGIF1,0.00948506987616414,-0.75394344,389.84503,657.4331,0.3544859179443744
THUMPD3-AS1,0.031077438166404424,0.26899496,566.04694,469.76096,0.528509652811268
TIMP1,0.046988747969864714,0.71617156,310.11328,188.76924,0.528509652811268
TMEM176A,0.049902860375882506,-1.5776643,17.326035,51.715824,0.528509652811268
TNF,0.0002838970038766946,0.954266,812.9644,419.57428,0.07416639109101375
TNFSF14,0.010887681821445892,1.0638158,575.4281,275.26474,0.3802234464244559
TOX,0.028686541372553737,-0.18247116,1246.8566,1414.9653,0.5268093924054056
TSC22D2,0.006076212173212184,0.544851,250.4519,171.67531,0.28455025346213303
TSC22D3,0.00027582653292843566,-0.9549745,2060.1094,3993.6155,0.07416639109101375
TSPYL2,0.01664990607377781,-0.54779774,403.16754,589.37146,0.45939785768355385
TXNIP,0.0008434862667150165,-0.8160152,1379.8179,2429.2197,0.1358475556156874
XBP1,0.04900181462128273,0.4150098,1114.0068,835.5212,0.528509652811268
ZFP36,0.017074979039308998,-0.28074688,3434.5962,4172.4287,0.45939785768355385
ZFP36L1,8.229242783692107e-05,0.6252697,3794.259,2459.8127,0.058978836275858676
ZFP36L2,0.0038234073931737223,-0.33160675,4274.3237,5378.869,0.22964578285431506
ZNF507,0.04031642804228512,0.6313405,204.33696,131.9151,0.528509652811268
ZNF600,0.001396032966379653,0.57929856,276.108,184.79608,0.15652199742185705
ZNF683,0.02502153782341369,0.4247053,2518.0073,1875.8926,0.5117983572626857
AC093690.1,0.04239399618860511,-1.8607503,2.6111135,9.483473,0.528509652811268
GHRLOS,0.03587580237459367,-3.6831372,1.2780086,16.416046,0.528509652811268
IGLV3-10,0.04034884573537538,5.2983027,69.58932,1.7684573,0.528509652811268
AL603756.1,0.02834285344879207,-1.7097685,5.6213455,18.38789,0.5250238583451879
DAPL1,0.040337469271045936,-3.1142821,1.8368182,15.90591,0.528509652811268
PARD6G-AS1,0.04792605702270957,-3.3388336,0.5235267,5.2969747,0.528509652811268
